id;lat;lon;z;weight;panoid;type;typename;plat;plon;pz;azimuth
7683725;55.759111;37.607208;166.498337;893.158;7499632;34;Пешеходный переход наземный;55.7588;37.6069;165.089416503906;228
7683726;55.761798;37.605443;173.420273;775.072;7499448;34;Пешеходный переход наземный;55.7615;37.6059;172.659286499023;123
7683727;55.759028;37.607306;165.936172;769.948;7499632;34;Пешеходный переход наземный;55.7588;37.6069;165.089416503906;48
7683728;55.740034;37.589338;151.613602;725.716;7498212;34;Пешеходный переход наземный;55.7403;37.5889;151.268890380859;297
7683729;55.744414;37.601999;147.998169;723.993;7497396;34;Пешеходный переход наземный;55.7446;37.6016;146.313705444336;294
7683730;55.739935;37.589721;153.022873;709.287;7498214;34;Пешеходный переход наземный;55.7402;37.5891;151.206451416016;118
7683731;55.754048;37.60607;158.873459;700.883;7499740;34;Пешеходный переход наземный;55.7537;37.6059;158.760070800781;24
7683732;55.7592528202941;37.6075405880312;167.385088977938;700.036;7499634;34;Пешеходный переход наземный;55.7589;37.6071;165.408309936523;27
7683733;55.741595;37.601479;152.179276;696.904;7497711;34;Пешеходный переход наземный;55.7418;37.601;151.425628662109;294
7683734;55.741664;37.599416;146.926697;694.857;7497530;34;Пешеходный переход наземный;55.7415;37.599;146.152252197266;232
7683735;55.753694;37.602594;162.091324;691.648;7499789;34;Пешеходный переход наземный;55.7539;37.6031;162.137161254883;241
7683736;55.744154;37.58842;157.693726;689.496;7498867;34;Пешеходный переход наземный;55.7445;37.5885;156.921585083008;188
7683737;55.738523;37.592169;150.346039;683.107;7498236;34;Пешеходный переход наземный;55.7388;37.5916;149.815780639648;297
7683738;55.761247;37.607824;174.881607;680.327;7499282;34;Пешеходный переход наземный;55.7616;37.6083;174.397888183594;127
7683739;55.757551;37.608716;159.051712;679.848;7499556;34;Пешеходный переход наземный;55.7572;37.6082;157.683898925781;52
7683740;55.742686;37.596455;152.710495;678.08;7497670;34;Пешеходный переход наземный;55.7424;37.597;151.572830200195;300
7683741;55.740933;37.591959;154.547638;673.752;7498329;34;Пешеходный переход наземный;55.741;37.5915;153.081954956055;250
7683742;55.755287;37.599724;162.915741;673.432;7497268;34;Пешеходный переход наземный;55.7556;37.5995;162.079605102539;146
7683743;55.75493;37.606476;158.461731;672.65;7499751;34;Пешеходный переход наземный;55.7547;37.6063;158.341812133789;207
7683744;55.749129;37.608534;151.562485;661.259;7500014;34;Пешеходный переход наземный;55.7493;37.6079;152.619338989258;199
7683745;55.752351;37.608059;158.622421;657.387;7500269;34;Пешеходный переход наземный;55.752;37.6079;158.72802734375;13
7683746;55.75401;37.603031;162.404388;654.124;7499922;34;Пешеходный переход наземный;55.7544;37.6029;163.688827514648;95
7683747;55.750623;37.604115;159.020813;653.164;7499981;34;Пешеходный переход наземный;55.751;37.6044;159.412261962891;211
7683748;55.75412;37.606004;159.382965;652.339;7499740;34;Пешеходный переход наземный;55.7537;37.6059;158.760070800781;24
7683749;55.740059;37.589512;151.521454;651.524;7498213;34;Пешеходный переход наземный;55.7403;37.589;151.218307495117;296
7683750;55.756994;37.603506;165.825012;650.121;7499338;34;Пешеходный переход наземный;55.7573;37.6038;166.532745361328;204
7683751;55.742368;37.588731;156.320953;646.005;7498302;34;Пешеходный переход наземный;55.7426;37.5883;154.920166015625;297
7683752;55.757101;37.602306;167.491898;645.702;7499349;34;Пешеходный переход наземный;55.757;37.6025;167.104858398438;215
7683753;55.74887;37.600592;151.086929;645.278;7500077;34;Пешеходный переход наземный;55.7488;37.6013;150.967300415039;274
7683754;55.743451;37.595019;154.718536;644.89;7498818;34;Пешеходный переход наземный;55.7432;37.5955;153.029418945313;102
7683755;55.75094;37.600234;156.348221;643.052;7497317;34;Пешеходный переход наземный;55.7513;37.6005;156.136291503906;17
7683756;55.739415;37.596303;148.991211;642.568;7497498;34;Пешеходный переход наземный;55.7391;37.596;148.891204833984;213
7683757;55.751248;37.60764;159.628693;641.112;7500256;34;Пешеходный переход наземный;55.7509;37.6075;158.275390625;19
7683758;55.753953;37.605931;159.318527;640.404;7499740;34;Пешеходный переход наземный;55.7537;37.6059;158.760070800781;204
7683759;55.763492;37.603349;175.089233;639.072;7497167;34;Пешеходный переход наземный;55.7638;37.6038;174.804428100586;292
7683760;55.755307;37.600322;164.673813;636.762;7499084;34;Пешеходный переход наземный;55.755;37.6006;161.663589477539;143
7683761;55.761883;37.601681;170.943237;632.888;7497187;34;Пешеходный переход наземный;55.7622;37.6021;170.547256469727;226
7683762;55.742749;37.596097;152.790176;631.777;7498575;34;Пешеходный переход наземный;55.7424;37.5956;151.831314086914;300
7683763;55.739721;37.603636;140.439117;628.364;7497613;34;Пешеходный переход наземный;55.7396;37.6043;138.685150146484;280
7683764;55.744413;37.602001;147.975189;624.914;7498609;34;Пешеходный переход наземный;55.7445;37.6013;145.848129272461;114
7683765;55.748537;37.603;152.944962;618.137;7500062;34;Пешеходный переход наземный;55.7484;37.6035;151.801651000977;111
7683766;55.75787;37.604363;168.283478;616.593;7499328;34;Пешеходный переход наземный;55.7581;37.6045;167.41276550293;39
7683767;55.742625;37.60391;149.226654;616.054;7497798;34;Пешеходный переход наземный;55.7426;37.6036;150.116500854492;240
7683768;55.743762;37.596888;153.985626;613.352;7498772;34;Пешеходный переход наземный;55.7435;37.5974;152.031936645508;304
7683769;55.742293;37.588454;152.879471;612.746;7498541;34;Пешеходный переход наземный;55.7425;37.5888;151.699234008789;71
7683770;55.740898;37.591829;154.815353;610.824;7498326;34;Пешеходный переход наземный;55.7411;37.5912;153.309539794922;129
7683771;55.757623;37.598888;168.964233;604.66;7499111;34;Пешеходный переход наземный;55.7572;37.5988;166.43376159668;234
7683772;55.740934;37.591959;154.658905;602.048;7498398;34;Пешеходный переход наземный;55.7407;37.5918;153.346527099609;250
7683773;55.746273;37.60559;150.227509;601.128;7498731;34;Пешеходный переход наземный;55.7464;37.6059;148.433578491211;63
7683774;55.75632;37.599685;165.736282;594.813;7499096;34;Пешеходный переход наземный;55.756;37.5999;164.024520874023;141
7683775;55.756696;37.604949;160.658371;591.805;7499601;34;Пешеходный переход наземный;55.7566;37.6054;159.909729003906;279
7683776;55.757093;37.602166;167.694504;591.188;7499347;34;Пешеходный переход наземный;55.757;37.6028;166.656997680664;212
7683777;55.759335;37.607338;167.488632;591.075;7499636;34;Пешеходный переход наземный;55.7591;37.6073;165.862747192383;224
7683778;55.741941;37.60069;151.652679;585.821;7497704;34;Пешеходный переход наземный;55.7422;37.6001;150.627090454102;114
7683779;55.744666;37.603043;149.829697;585.667;7498618;34;Пешеходный переход наземный;55.7445;37.6026;147.090560913086;59
7683780;55.760091;37.604616;170.873917;585.654;7499468;34;Пешеходный переход наземный;55.7598;37.6049;168.885223388672;304
7683781;55.761745;37.605242;172.397171;584.889;7499218;34;Пешеходный переход наземный;55.7621;37.6057;172.418273925781;237
7683782;55.753147;37.602014;160.501038;583.088;7499795;34;Пешеходный переход наземный;55.7536;37.6023;160.700164794922;193
7683783;55.75377;37.608039;157.582077;582.98;7499703;34;Пешеходный переход наземный;55.754;37.6082;156.977691650391;31
7683784;55.742621;37.600428;148.70343;582.532;7497542;34;Пешеходный переход наземный;55.7424;37.6001;147.626754760742;227
7683785;55.75054;37.604207;160.148697;580.967;7499983;34;Пешеходный переход наземный;55.7509;37.6043;159.085723876953;211
7683786;55.759332;37.605804;168.851257;580.054;7499645;34;Пешеходный переход наземный;55.7591;37.6062;166.972396850586;298
7683787;55.758447;37.604787;169.056747;579.88;7499319;34;Пешеходный переход наземный;55.7588;37.605;168.438812255859;214
7683788;55.745419;37.601394;152.516968;579.78;7498970;34;Пешеходный переход наземный;55.7451;37.602;149.538665771484;294
7683789;55.749817;37.606755;156.882019;578.687;7500003;34;Пешеходный переход наземный;55.7498;37.6063;156.390228271484;34
7683790;55.753709;37.608103;158.488785;577.133;7499703;34;Пешеходный переход наземный;55.754;37.6082;156.977691650391;211
7683791;55.743784;37.597047;153.971481;577.012;7498773;34;Пешеходный переход наземный;55.7435;37.5973;152.219253540039;124
7683792;55.739506;37.59611;148.703751;575.665;7497498;34;Пешеходный переход наземный;55.7391;37.596;148.891204833984;213
7683793;55.754581;37.60868;156.468506;574.587;7499691;34;Пешеходный переход наземный;55.755;37.6091;155.470657348633;226
7683794;55.755419;37.606784;158.644836;574.036;7499757;34;Пешеходный переход наземный;55.7552;37.6066;158.14794921875;217
7683795;55.758515;37.604701;168.265488;573.854;7499320;34;Пешеходный переход наземный;55.7588;37.605;168.393829345703;283
7683796;55.760548;37.605006;171.677322;571.824;7499420;34;Пешеходный переход наземный;55.7602;37.6046;169.837142944336;239
7683797;55.742451;37.58836;156.944504;567.203;7498299;34;Пешеходный переход наземный;55.7429;37.5882;155.359985351563;326
7683798;55.744005;37.587557;157.82428;564.938;7498283;34;Пешеходный переход наземный;55.7441;37.5871;156.076126098633;330
7683799;55.744553;37.602776;148.017578;564.153;7498957;34;Пешеходный переход наземный;55.7443;37.6033;145.433563232422;231
7683800;55.761926;37.605369;172.345306;563.721;7499216;34;Пешеходный переход наземный;55.7622;37.6059;172.569229125977;239
7683801;55.754963;37.601608;163.634674;562.016;7499863;34;Пешеходный переход наземный;55.7552;37.6015;163.313323974609;332
7683802;55.744757;37.595438;157.788147;560.734;7498918;34;Пешеходный переход наземный;55.7447;37.5948;155.860504150391;268
7683803;55.75715;37.602241;168.344543;560.732;7499349;34;Пешеходный переход наземный;55.757;37.6025;167.104858398438;215
7683804;55.753792;37.602582;161.402298;560.417;7499789;34;Пешеходный переход наземный;55.7539;37.6031;162.137161254883;244
7683805;55.770082;37.597652;178.828552;556.351;7497139;34;Пешеходный переход наземный;55.7697;37.5972;177.321060180664;328
7683806;55.739289;37.60302;141.220932;555.183;7497950;34;Пешеходный переход наземный;55.739;37.6028;140.550720214844;223
7683807;55.745979;37.600545;153.913818;553.352;7498979;34;Пешеходный переход наземный;55.7456;37.6008;151.838241577148;327
7683808;55.74507;37.600553;148.498993;551.675;7497384;34;Пешеходный переход наземный;55.7454;37.6002;146.770080566406;297
7683809;55.739214;37.603105;142.085327;551.506;7497950;34;Пешеходный переход наземный;55.739;37.6028;140.550720214844;223
7683810;55.744072;37.5984;152.428558;551.249;7498801;34;Пешеходный переход наземный;55.7444;37.598;151.518341064453;128
7683811;55.756976;37.602051;168.165237;546.131;7499350;34;Пешеходный переход наземный;55.757;37.6023;167.3359375;139
7683812;55.748713;37.611509;144.006592;544.402;7496846;34;Пешеходный переход наземный;55.7483;37.6118;141.29443359375;303
7683813;55.744814;37.614346;144.403564;542.155;7498705;34;Пешеходный переход наземный;55.7449;37.6144;142.521728515625;359
7683814;55.740445;37.597085;147.286362;542.066;7497511;25;Остановка и стоянка запрещена;55.7402;37.5969;147.571090698242;292
7683815;55.749684;37.606526;156.429581;540.42;7500000;34;Пешеходный переход наземный;55.7499;37.6059;156.723281860352;106
7683816;55.748344;37.605376;150.916595;538.876;7500159;34;Пешеходный переход наземный;55.748;37.605;149.571578979492;110
7683817;55.755578;37.606723;157.935638;538.549;7499953;34;Пешеходный переход наземный;55.7557;37.6061;158.105514526367;96
7683818;55.752775;37.607455;158.809387;536.709;7499714;34;Пешеходный переход наземный;55.753;37.6077;158.312942504883;211
7683819;55.740131;37.589688;153.377182;535.503;7498104;34;Пешеходный переход наземный;55.7398;37.5891;153.331237792969;250
7683820;55.752838;37.583012;160.429871;535.304;7500416;34;Пешеходный переход наземный;55.7527;37.5834;159.346710205078;22
7683821;55.74409;37.598555;152.933533;535.036;7498802;34;Пешеходный переход наземный;55.7443;37.5981;151.713012695313;128
7683822;55.756136;37.602763;166.596024;533.894;7499899;34;Пешеходный переход наземный;55.7565;37.6024;165.576141357422;152
7683823;55.756916;37.603395;165.892853;531.774;7499338;34;Пешеходный переход наземный;55.7573;37.6038;166.532745361328;97
7683824;55.739297;37.603016;141.43457;531.704;7497821;34;Пешеходный переход наземный;55.7397;37.6034;140.31494140625;223
7683825;55.757456;37.610773;155.940567;530.75;7499505;34;Пешеходный переход наземный;55.7577;37.6112;156.392028808594;235
7683826;55.747025;37.599215;149.589188;528.309;7497361;34;Пешеходный переход наземный;55.7474;37.5994;148.216369628906;10
7683827;55.74246;37.588593;152.970108;528.086;7498539;34;Пешеходный переход наземный;55.7426;37.589;151.645965576172;243
7683828;55.752399;37.607967;158.736526;527.979;7500269;34;Пешеходный переход наземный;55.752;37.6079;158.72802734375;13
7683829;55.743125;37.604952;144.14502;527.179;7497805;34;Пешеходный переход наземный;55.7429;37.6045;144.561462402344;60
7683830;55.742352;37.595287;152.245972;527.01;7498571;34;Пешеходный переход наземный;55.7422;37.5951;151.830627441406;246
7683831;55.767475;37.599955;180.674622;526.562;7496655;109;Подземный пешеходный переход;55.7678;37.5995;178.536605834961;119
7683832;55.742245;37.595346;152.132217;525.679;7498571;34;Пешеходный переход наземный;55.7422;37.5951;151.830627441406;124
7683833;55.759378;37.599293;169.911972;524.305;7497219;34;Пешеходный переход наземный;55.7597;37.5997;168.223602294922;44
7683834;55.756272;37.607151;157.957977;524.095;7499542;34;Пешеходный переход наземный;55.7562;37.6072;156.922698974609;229
7683835;55.750533;37.60421;158.496582;523.912;7500101;34;Пешеходный переход наземный;55.7506;37.6035;157.148635864258;34
7683836;55.743716;37.598998;152.428574;522.478;7498588;34;Пешеходный переход наземный;55.7435;37.5984;151.376907348633;71
7683837;55.736971;37.596375;145.215103;521.994;7497999;25;Остановка и стоянка запрещена;55.7368;37.5969;142.699813842773;282
7683838;55.761432;37.602698;172.141464;521.302;7499239;34;Пешеходный переход наземный;55.7612;37.6034;171.966995239258;289
7683839;55.744188;37.587293;158.580536;519.296;7498282;34;Пешеходный переход наземный;55.7441;37.587;156.138366699219;323
7683840;55.751075;37.600105;157.00853;518.454;7497316;34;Пешеходный переход наземный;55.7514;37.6005;156.369506835938;3
7683841;55.744122;37.596497;154.16922;516.447;7498779;34;Пешеходный переход наземный;55.744;37.5967;153.291580200195;148
7683842;55.744552;37.603058;149.248978;514.886;7498957;34;Пешеходный переход наземный;55.7443;37.6033;145.433563232422;127
7683843;55.757352;37.597869;167.642258;514.376;7497242;34;Пешеходный переход наземный;55.7578;37.598;166.100662231445;326
7683844;55.752494;37.590355;162.709595;514.319;7500496;109;Подземный пешеходный переход;55.7525;37.5896;160.994155883789;90
7683845;55.74352;37.601398;147.027466;514.295;7497553;34;Пешеходный переход наземный;55.7432;37.601;147.654754638672;226
7683846;55.757354;37.610809;156.888809;512.713;7499506;34;Пешеходный переход наземный;55.7576;37.6111;156.282760620117;116
7683847;55.748975;37.600353;152.821854;512.566;7499014;34;Пешеходный переход наземный;55.7487;37.6004;150.673278808594;192
7683848;55.743367;37.605024;145.659073;511.566;7497418;34;Пешеходный переход наземный;55.7435;37.6045;142.990280151367;291
7683849;55.751313;37.607565;159.148544;511.558;7500257;34;Пешеходный переход наземный;55.751;37.6075;158.413070678711;19
7683850;55.756205;37.600697;166.482285;509.565;7499848;34;Пешеходный переход наземный;55.7564;37.6005;166.659286499023;319
7683851;55.741644;37.599455;147.912994;509.153;7497648;34;Пешеходный переход наземный;55.7413;37.5997;144.861526489258;313
7683852;55.741231;37.587548;155.490189;508.118;7498196;25;Остановка и стоянка запрещена;55.7414;37.5872;154.08332824707;303
7683853;55.75498;37.606401;158.433456;506.914;7499751;34;Пешеходный переход наземный;55.7547;37.6063;158.341812133789;207
7683854;55.753059;37.601178;160.833618;505.98;7500305;34;Пешеходный переход наземный;55.753;37.6013;159.854736328125;353
7683855;55.754647;37.608637;156.40979;505.571;7499692;34;Пешеходный переход наземный;55.7549;37.609;155.644165039063;46
7683856;55.753076;37.602139;161.468506;505.313;7499796;34;Пешеходный переход наземный;55.7535;37.6022;160.484558105469;183
7683857;55.741841;37.594094;150.020523;504.678;7498416;25;Остановка и стоянка запрещена;55.7417;37.5941;149.728713989258;306
7683858;55.761861;37.605215;173.523727;502.992;7499452;34;Пешеходный переход наземный;55.7618;37.6055;172.717559814453;237
7683859;55.74001;37.589736;153.52005;501.405;7498104;34;Пешеходный переход наземный;55.7398;37.5891;153.331237792969;70
7683860;55.746076;37.605672;149.028351;499.32;7498640;34;Пешеходный переход наземный;55.7459;37.6051;149.230041503906;63
7683861;55.757402;37.600165;167.602737;498.394;7499886;34;Пешеходный переход наземный;55.7574;37.5999;167.525817871094;9
7683862;55.753871;37.602274;162.181854;497.894;7499874;34;Пешеходный переход наземный;55.7542;37.6021;161.897338867188;150
7683863;55.753077;37.602142;161.612671;497.657;7500298;34;Пешеходный переход наземный;55.753;37.6024;160.567581176758;3
7683864;55.753123;37.598216;159.788712;497.52;7500321;34;Пешеходный переход наземный;55.753;37.5987;158.951644897461;305
7683865;55.757657;37.60867;158.747437;497.369;7499558;34;Пешеходный переход наземный;55.7574;37.6084;157.695892333984;52
7683866;55.744305;37.602569;149.05188;495.906;7497400;34;Пешеходный переход наземный;55.7444;37.6021;146.761505126953;291
7683867;55.744113;37.596664;154.114716;495.257;7498778;34;Пешеходный переход наземный;55.7439;37.5968;153.217071533203;148
7683868;55.75281;37.60628;159.631805;494.262;7499721;109;Подземный пешеходный переход;55.7527;37.6069;158.920318603516;273
7683869;55.742856;37.5964;155.062729;491.295;7497675;34;Пешеходный переход наземный;55.7427;37.5963;153.130844116211;247
7683870;55.7511;37.6021;158.372635;491.052;7500087;34;Пешеходный переход наземный;55.751;37.6014;155.844116210938;48
7683871;55.753889;37.605994;159.001404;490.498;7499738;34;Пешеходный переход наземный;55.7535;37.6058;158.865768432617;204
7683872;55.750881;37.602068;158.705139;489.119;7500089;34;Пешеходный переход наземный;55.751;37.6017;156.465209960938;274
7683873;55.76049;37.60478;172.066589;484.772;7499423;34;Пешеходный переход наземный;55.7604;37.6049;170.495132446289;116
7683874;55.759687;37.603814;171.450119;484.4;7499409;34;Пешеходный переход наземный;55.7595;37.6034;170.688049316406;238
7683875;55.752752;37.590383;161.348358;483.358;7500368;109;Подземный пешеходный переход;55.7527;37.5911;161.141128540039;269
7683876;55.743369;37.597629;151.997726;483.155;7498769;34;Пешеходный переход наземный;55.7434;37.5978;151.723388671875;129
7683877;55.755659;37.60883;155.294968;483.07;7499679;34;Пешеходный переход наземный;55.7558;37.6087;155.149688720703;226
7683878;55.748683;37.609289;148.454269;482.874;7498677;34;Пешеходный переход наземный;55.7484;37.6089;145.979583740234;46
7683879;55.741639;37.60163;153.406235;480.83;7497711;34;Пешеходный переход наземный;55.7418;37.601;151.425628662109;114
7683880;55.739362;37.595963;149.586411;479.468;7498358;34;Пешеходный переход наземный;55.7396;37.5954;149.618072509766;109
7683881;55.743198;37.597709;154.998184;477.753;7497684;34;Пешеходный переход наземный;55.7432;37.5975;153.109191894531;307
7683882;55.757785;37.59811;168.647186;477.457;7497239;34;Пешеходный переход наземный;55.758;37.5982;166.368209838867;102
7683883;55.7417;37.599062;147.65744;477.304;7497650;34;Пешеходный переход наземный;55.7414;37.5996;145.302703857422;108
7683884;55.743221;37.604856;144.925095;477.186;7497806;34;Пешеходный переход наземный;55.743;37.6046;144.229583740234;60
7683885;55.75956;37.605571;170.592529;476.735;7499305;34;Пешеходный переход наземный;55.7599;37.606;170.384338378906;219
7683886;55.743943;37.591334;156.836258;476.627;7498842;34;Пешеходный переход наземный;55.7438;37.5919;155.308517456055;96
7683887;55.753904;37.602145;161.601837;476.186;7499874;34;Пешеходный переход наземный;55.7542;37.6021;161.897338867188;150
7683888;55.744804;37.592322;158.34935;475.298;7498898;34;Пешеходный переход наземный;55.7449;37.5916;157.719741821289;93
7683889;55.74913;37.608536;151.362991;475.164;7500596;34;Пешеходный переход наземный;55.7493;37.6082;151.378112792969;286
7683890;55.74108;37.587585;154.712631;474.685;7498197;25;Остановка и стоянка запрещена;55.7413;37.5873;153.999038696289;303
7683891;55.748938;37.599805;151.506821;474.337;7497340;34;Пешеходный переход наземный;55.7493;37.5998;150.527328491211;191
7683892;55.743828;37.598734;151.47702;473.551;7498804;34;Пешеходный переход наземный;55.7442;37.5983;151.803604125977;128
7683893;55.74226;37.599723;148.23143;473.16;7497536;34;Пешеходный переход наземный;55.7419;37.5996;146.643569946289;291
7683894;55.748908;37.600555;152.505173;472.411;7499013;34;Пешеходный переход наземный;55.7486;37.6003;150.568328857422;12
7683895;55.740808;37.592015;155.103714;471.166;7498398;34;Пешеходный переход наземный;55.7407;37.5918;153.346527099609;250
7683896;55.761831;37.601555;171.074127;468.493;7497189;34;Пешеходный переход наземный;55.7621;37.602;170.438507080078;287
7683897;55.742716;37.600267;148.574432;466.175;7497541;34;Пешеходный переход наземный;55.7423;37.6;147.536895751953;47
7683898;55.761845;37.605414;172.894791;465.054;7499217;34;Пешеходный переход наземный;55.7621;37.6058;172.482421875;123
7683899;55.760321;37.610352;170.524109;464.205;7499672;34;Пешеходный переход наземный;55.7602;37.6098;171.581985473633;254
7683900;55.755275;37.600548;164.304352;463.543;7499083;34;Пешеходный переход наземный;55.7549;37.6006;161.407638549805;144
7683901;55.73876;37.58677;154.406937;463.07;7498083;34;Пешеходный переход наземный;55.7386;37.5865;152.924346923828;248
7683902;55.755301;37.599894;164.120392;462.572;7497269;34;Пешеходный переход наземный;55.7555;37.5995;161.918212890625;130
7683903;55.761301;37.606044;174.163467;462.13;7499443;34;Пешеходный переход наземный;55.7611;37.606;172.203125;125
7683904;55.75673;37.604827;161.614014;460.675;7499604;34;Пешеходный переход наземный;55.7567;37.6049;160.729675292969;99
7683905;55.753104;37.600954;161.285843;459.437;7500306;34;Пешеходный переход наземный;55.753;37.6011;159.720230102539;81
7683906;55.753135;37.600277;160.943695;459.134;7500310;34;Пешеходный переход наземный;55.753;37.6005;159.383834838867;20
7683907;55.753079;37.598489;160.915649;458.889;7500321;34;Пешеходный переход наземный;55.753;37.5987;158.951644897461;353
7683908;55.76152;37.602711;173.428543;458.748;7499162;34;Пешеходный переход наземный;55.7614;37.6024;171.085067749023;226
7683909;55.752494;37.589978;162.568161;457.828;7500494;109;Подземный пешеходный переход;55.7525;37.5893;160.889358520508;270
7683910;55.769952;37.597719;178.686478;456.964;7497139;34;Пешеходный переход наземный;55.7697;37.5972;177.321060180664;190
7683911;55.763599;37.603471;174.588196;456.231;7497168;34;Пешеходный переход наземный;55.7637;37.6037;174.555877685547;320
7683912;55.737699;37.599094;143.518814;456.177;-1;25;Остановка и стоянка запрещена;;;;116
7683913;55.75281;37.583614;161.711319;456.084;7500412;34;Пешеходный переход наземный;55.7527;37.584;159.45361328125;11
7683914;55.753148;37.602016;160.676224;454.647;7500298;34;Пешеходный переход наземный;55.753;37.6024;160.567581176758;13
7683915;55.741248;37.585168;156.76149;454.115;7498179;34;Пешеходный переход наземный;55.7412;37.585;154.910461425781;263
7683916;55.757824;37.597737;167.885818;453.303;7497239;34;Пешеходный переход наземный;55.758;37.5982;166.368209838867;273
7683917;55.764719;37.604793;179.445557;453.097;7497153;34;Пешеходный переход наземный;55.7648;37.6048;178.523361206055;57
7683918;55.742787;37.605925;142.020737;453.012;7497571;34;Пешеходный переход наземный;55.7429;37.6058;140.757888793945;0
7683919;55.739917;37.589565;151.799515;451.083;7498214;34;Пешеходный переход наземный;55.7402;37.5891;151.206451416016;298
7683920;55.759623;37.605291;170.840378;450.886;7499309;34;Пешеходный переход наземный;55.7597;37.6056;169.158569335938;304
7683921;55.759613;37.605161;169.324127;449.019;7499464;34;Пешеходный переход наземный;55.7596;37.6054;167.753952026367;124
7683922;55.739224;37.603098;142.423965;448.917;7497822;34;Пешеходный переход наземный;55.7396;37.6033;140.297882080078;223
7683923;55.740878;37.591643;154.340485;448.686;7498327;34;Пешеходный переход наземный;55.7411;37.5913;153.223358154297;116
7683924;55.754138;37.605325;160.25679;447.978;7499770;34;Пешеходный переход наземный;55.754;37.606;158.511413574219;276
7683925;55.752776;37.589451;161.29068;447.053;7500377;34;Пешеходный переход наземный;55.7527;37.5897;161.005752563477;1
7683926;55.744996;37.602082;148.583893;446.696;7498964;34;Пешеходный переход наземный;55.7448;37.6027;148.319076538086;325
7683927;55.74064;37.591587;152.483612;445.279;7498565;34;Пешеходный переход наземный;55.7405;37.5911;151.774520874023;71
7683928;55.739483;37.604502;139.473541;444.571;7497609;34;Пешеходный переход наземный;55.7396;37.6048;138.412887573242;100
7683929;55.746962;37.599418;150.322845;444.471;7497361;34;Пешеходный переход наземный;55.7474;37.5994;148.216369628906;10
7683930;55.752912;37.605441;160.728409;443.684;7499729;34;Пешеходный переход наземный;55.7528;37.6056;159.576583862305;209
7683931;55.742829;37.596302;153.565735;443.251;7497673;34;Пешеходный переход наземный;55.7426;37.5966;152.110687255859;302
7683932;55.748998;37.5996;151.931717;442.507;7497339;34;Пешеходный переход наземный;55.7494;37.5998;150.687240600586;191
7683933;55.737072;37.595964;146.210098;442.057;7498002;34;Пешеходный переход наземный;55.7369;37.5964;143.548492431641;282
7683934;55.743847;37.598985;151.120041;441.313;7498589;34;Пешеходный переход наземный;55.7436;37.5985;151.327301025391;71
7683935;55.757412;37.600166;169.061157;441.236;7499376;34;Пешеходный переход наземный;55.7573;37.6004;168.81575012207;9
7683936;55.753059;37.601178;160.789642;439.36;7499806;34;Пешеходный переход наземный;55.753;37.6013;159.714202880859;173
7683937;55.743167;37.597472;153.469986;438.374;7497679;34;Пешеходный переход наземный;55.7429;37.5968;153.194900512695;67
7683938;55.75768;37.598505;168.494781;437.671;7499113;34;Пешеходный переход наземный;55.7574;37.5988;166.530456542969;283
7683939;55.754937;37.601727;163.045517;436.596;7499862;34;Пешеходный переход наземный;55.7553;37.6015;163.535415649414;152
7683940;55.758421;37.60991;159.986877;436.488;7499569;34;Пешеходный переход наземный;55.7581;37.6095;158.572372436523;64
7683941;55.746438;37.606305;148.678772;436.342;7498646;34;Пешеходный переход наземный;55.7462;37.6058;148.465835571289;243
7683942;55.741988;37.600837;151.948608;436.242;7497705;34;Пешеходный переход наземный;55.7422;37.6003;150.853637695313;114
7683943;55.736543;37.597931;143.234314;435.049;7497990;34;Пешеходный переход наземный;55.7365;37.5982;141.419982910156;104
7683944;55.745071;37.60225;148.862335;433.891;7498965;34;Пешеходный переход наземный;55.7448;37.6026;148.421676635742;118
7683945;55.739151;37.60181;142.761826;432.791;7497830;34;Пешеходный переход наземный;55.7392;37.6024;140.899841308594;89
7683946;55.745059;37.601983;150.79686;432.49;7498965;34;Пешеходный переход наземный;55.7448;37.6026;148.421676635742;293
7683947;55.757944;37.604299;167.347153;430.675;7499325;34;Пешеходный переход наземный;55.7583;37.6047;167.717636108398;219
7683948;55.753044;37.601437;160.91748;430.325;7499800;109;Подземный пешеходный переход;55.7531;37.6021;160.244888305664;271
7683949;55.740159;37.590591;154.083755;428.793;7498112;34;Пешеходный переход наземный;55.7402;37.5902;153.293090820313;304
7683950;55.737989;37.595437;148.178192;428.194;7497481;34;Пешеходный переход наземный;55.7376;37.5952;146.825424194336;201
7683951;55.752753;37.583206;161.11879;427.984;7500415;34;Пешеходный переход наземный;55.7527;37.5835;159.402008056641;10
7683952;55.747889;37.604685;151.143433;425.701;7500051;34;Пешеходный переход наземный;55.7478;37.6046;150.452667236328;201
7683953;55.75827;37.612277;160.684494;424.788;7499494;34;Пешеходный переход наземный;55.7584;37.6124;160.219497680664;57
7683954;55.75913;37.612295;162.804779;422.505;7496982;109;Подземный пешеходный переход;55.7588;37.6125;159.866287231445;317
7683955;55.748814;37.609116;149.300323;420.752;7500020;34;Пешеходный переход наземный;55.7491;37.6088;148.70231628418;106
7683956;55.753043;37.601438;160.944473;419.44;7500300;109;Подземный пешеходный переход;55.753;37.6021;160.431198120117;131
7683957;55.758397;37.612286;160.995132;419.417;7499494;34;Пешеходный переход наземный;55.7584;37.6124;160.219497680664;57
